6-11m_M,680,76.5,110.5,26.44444444,30.22222222,1.5,13.1,250,400,5,2.5,0.3,0.4,4,1.8,0.3,85,0.5,6,150,50,260,275,60,9,70,2.7,20,0.4,0.4,10,5.5
6-11m_F,610,68.625,99.125,23.72222222,27.11111111,1.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-3y_M,1050,118.125,170.625,0,0,1.3,17,300,600,6,30,0.5,0.5,6,2,0.5,120,0.9,8,200,25,500,460,60,5,90,4.4,20,0.7,0.6,15,11
1-3y_F,980,110.25,159.25,0,0,1.3,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-2y_M,1050,0,0,40.83333333,46.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-2y_F,980,0,0,38.11111111,43.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3y_M,1050,0,0,29.16666667,40.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-3y_F,980,0,0,27.22222222,38.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
